name,firstReleaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId
EA SPORTS Madden NFL 25,2024-08-15,56924,69.99,3585699.0,18.18385307572322,50,AAA,Electronic Arts,Tiburon,2582560
Apollo Justice Ace Attorney Trilogy,2024-01-24,91609,49.99,3554628.0,39.11514173217788,92,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2187220
Buckshot Roulette,2024-04-04,1558908,2.99,3534193.0,2.8358044884517946,95,Indie,CRITICAL REFLEX,Mike Klubnika,2835570
F1 Manager 2024,2024-07-23,113011,34.99,3477861.0,24.693833699982463,0,AA,Frontier Developments,Frontier Developments,2591280
Banishers Ghosts of New Eden,2024-02-12,80009,49.99,3432219.0,22.642737708877466,87,AA,Focus Entertainment,DON'T NOD,1493640
Five Nights at Freddys Into the Pit,2024-08-07,184724,19.99,3323369.0,5.164634843484194,96,Indie,Mega Cat Studios,Mega Cat Studios,2638370
Rotwood,2024-04-24,429682,10.99,3315134.0,8.383464530166473,73,AA,Klei Entertainment,Klei Entertainment,2015270
Tomb Raider 13 Remastered Starring Lara Croft,2024-02-13,124872,29.99,3258663.0,26.190640238537323,87,Indie,Aspyr,"Aspyr,Crystal Dynamics",2478970
Sky Children of the Light,2024-04-10,533078,0.0,3170109.0,31.61725209880534,84,Indie,thatgamecompany,thatgamecompany,2325290
Visions of Mana,2024-08-29,58680,59.99,3168191.0,14.838053197824298,84,AA,Square Enix,Square Enix,2490990
SMITE 2,2024-08-27,115208,29.99,3109579.0,11.284337861064936,57,AA,Hi-Rez Studios,Titan Forge Games,2437170
,2024-02-01,158742,29.99,3079553.0,21.44352920068993,60,Indie,心火游戏,香港商河洛互動娛樂股份有限公司,2340650
ASKA,2024-06-20,149434,24.99,3035729.0,31.590636855042558,79,Indie,Thunderful Publishing,Sand Sailor Studio,1898300
Summer Clover,2024-06-26,191733,17.99,2993338.0,8.042536447257053,0,Indie,"Mango Party,Mango Party News",Connection,2458860
CarX Street,2024-08-29,162072,19.99,2915837.0,10.532325537135431,63,Indie,"CarX Technologies, LLC","CarX Technologies, LLC",1114150
Drug Dealer Simulator 2,2024-06-20,134529,24.99,2831170.0,25.38146729540229,73,Indie,Movie Games S.A.,Byterunners,1708850
Expeditions A MudRunner Game,2024-03-05,79175,39.99,2822410.0,18.30182997526412,55,AA,Focus Entertainment,Saber Interactive,2477340
Rabbit and Steel,2024-05-09,217015,14.99,2821018.0,13.932374722920766,97,Indie,mino_dev,mino_dev,2132850
Lost Castle 2,2024-07-24,217047,14.99,2726750.0,13.701804619432837,73,Indie,Hunter Studio,Hunter Studio,2445690
Mad Island,2024-05-23,160654,19.99,2724274.0,20.248577376730186,94,Indie,EmadePlus,EmadePlus,2739590
Still Wakes the Deep,2024-06-18,92096,34.99,2620851.0,3.225789388059883,90,Indie,Secret Mode,The Chinese Room,1622910
Millennia,2024-03-26,74579,39.99,2593617.0,48.82743536484673,0,AAA,Paradox Interactive,C Prompt Games,1268590
2Reborn,2024-02-16,27889,0.0,2564045.765329797,247.81802491663507,42,Indie,Chinesegamer,Chinesegamer,2396910
,2024-04-17,136575,24.99,2541643.0,19.511665507339707,72,Indie,白玉京工作室,白玉京工作室,1606180
Murders on the Yangtze River,2024-01-30,263546,14.99,2521721.0,8.741685953832242,98,Indie,"OMEGAMES STUDIO,NPC Entertainment",OMEGAMES STUDIO,1746030
ASTRA Knights of Veda,2024-04-01,164297,0.0,2499451.0,53.466529041792136,42,Indie,HYBE IM,FLINT,2484250
Pax Dei,2024-06-18,68694,39.99,2444638.0,72.16802287150918,74,Indie,"Mainframe Industries,New Tales",Mainframe Industries,1995520
The Casting of Frank Stone,2024-09-03,66513,39.99,2393869.0,4.813361386440544,63,AA,Behaviour Interactive Inc.,Supermassive Games,2223840
FOUNDRY,2024-05-02,92789,29.99,2357587.0,32.79885347930979,0,AAA,Paradox Interactive,Channel 3 Entertainment,983870
New Cycle,2024-01-18,101531,29.99,2331303.0,11.643882122540957,80,AA,Daedalic Entertainment,Core Engage,2198510
Killer Klowns from Outer Space The Game,2024-06-04,64651,39.99,2326854.0,21.61051235093216,77,Indie,IllFonic Publishing,"IllFonic,Teravision Games",1556100
TopSpin 2K25,2024-04-25,45456,59.99,2296610.0,18.101919693932217,49,Indie,2K Games,Hangar 13,1785650
SOUTH PARK SNOW DAY,2024-03-26,84635,29.99,2289754.0,4.746114687161497,53,AA,THQ Nordic,Question,1214650
PANICORE,2024-05-31,514887,4.99,2227961.0,4.05912799569773,79,Indie,ZTEK Studio,ZTEK Studio,2695940
Atelier Resleriana Forgotten Alchemy and the Polar Night Liberator,2024-01-24,138100,0.0,2227227.0,37.62427161578944,53,Indie,KOEI TECMO GAMES,"KOEI TECMO GAMES,Akatsuki Games Inc.",2594920
UNDER NIGHT INBIRTH 2 SysCeles,2024-01-24,56960,49.99,2223949.0,34.58199118580126,82,AA,Arc System Works,"FRENCH-BREAD,Arc System Works",2076010
Sword of Convallaria,2024-07-31,249563,0.0,2222126.0,26.310579676752816,73,Indie,XD,XD,2526380
BUNNY GARDEN,2024-04-18,104290,24.99,2207051.0,5.813775565179293,94,Indie,qureate,qureate,2654470
Knowledge or know Lady,2024-03-28,459424,6.99,2179777.0,5.872773497618861,0,Indie,蒸汽满满工作室,蒸汽满满工作室,2786680
Jujutsu Kaisen Cursed Clash,2024-02-01,42013,59.99,2171593.0,12.395766866517446,55,AA,Bandai Namco Entertainment Inc.,Byking Inc.,1877020
LOCKDOWN Protocol,2024-07-22,236771,9.99,2125236.0,9.87193622969384,96,Indie,Mirage Creative Lab,Mirage Creative Lab,2780980
Terminator Dark Fate  Defiance,2024-02-21,60277,39.99,2101319.0,26.850109589133616,80,AA,Slitherine Ltd.,Slitherine Ltd.,1839950
The Crew Motorfest,2024-04-18,68252,69.99,2040270.0,18.970975964176017,60,AAA,Ubisoft,Ubisoft Ivory Tower,2698940
The Lord of the Rings Return to Moria,2024-08-27,110724,24.99,2040126.0,12.81782868254092,80,Indie,North Beach Games,Free Range Games,2933130
Taxi Life A City Driving Simulator,2024-03-07,79055,29.99,2032004.0,8.317741521569873,56,AA,Nacon,Simteract,1351240
Alone in the Dark,2024-03-20,46980,59.99,1959703.0,7.285083268350837,78,AA,THQ Nordic,Pieces Interactive,1310410
Goat Simulator 3,2024-02-15,134753,29.99,1952841.0,19.277795086735143,0,AA,Coffee Stain Publishing,Coffee Stain North,850190
Lightyear Frontier,2024-03-19,97432,24.99,1919581.0,8.325642189227452,87,Indie,"Amplifier Studios,FRAME BREAK","FRAME BREAK,Amplifier Studios",1677110
Crime Boss Rockay City,2024-06-18,126275,19.99,1892549.0,19.50100927311637,73,AA,505 Games,INGAME STUDIOS,2933080
Chinese Online Game,2024-07-18,221050,9.99,1886024.0,7.327817789767484,0,Indie,Wise Games,648工作室,1416920
Living With Sister Monochrome Fantasy,2024-03-22,232854,12.99,1860077.0,10.726590041681956,97,Indie,Kagura Games,Inusuku,2429860
The Thaumaturge,2024-03-04,74971,34.99,1854849.0,10.883739058866071,82,AA,11 bit studios,Fool's Theory,1684350
Astral Party,2024-02-28,519788,0.0,1808723.0,18.94529624209154,0,Indie,Neverland Entertainment,STAR ENGINE PROJECT,2622000
Dungeonborne,2024-07-18,1097975,0.0,1780512.0,26.78091918732972,65,Indie,Mithril Interactive,Mithril Interactive,2448970
MARVEL vs CAPCOM Fighting Collection Arcade Classics,2024-09-11,39396,49.99,1772465.0,3.398461477472217,93,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2634890
Feed the Cups,2024-02-20,161745,15.99,1763268.0,36.36118298812542,89,Indie,IndieArk,Vambear Games,2336220
Test Drive Unlimited Solar Crown,2024-09-12,39045,49.99,1756673.0,5.278446800368178,44,AA,Nacon,KT Racing,1249970
Superscout,2024-07-18,120239,17.99,1755598.0,5.581427533871499,0,Indie,Mountain&Sea Studio,Mountain&Sea Studio,2862610
SAND LAND,2024-04-25,35989,59.99,1752542.0,16.01982064642475,0,AA,Bandai Namco Entertainment Inc.,"ILCA, Inc.",1979440
Star Trucker,2024-09-03,84230,24.99,1704899.0,7.182736660524609,75,AA,Raw Fury,Monster and Monster,2380050
BMX Streets,2024-04-04,47205,39.99,1695391.0,22.73875356853668,78,Indie,Mash Games,Mash Games,871540
ContractVille,2024-05-31,95453,19.99,1671018.0,17.435378417595892,79,Indie,FiftyEight Studios,MYM Games Studios,2698780
Cataclismo,2024-07-22,74373,29.99,1669469.0,13.247960400231843,0,AA,Hooded Horse,Digital Sun,1422440
Tactical Breach Wizards,2024-08-22,97378,19.99,1626681.0,9.840787316383247,98,Indie,Suspicious Developments,Suspicious Developments Inc,1043810
Rustys Retirement,2024-04-26,284752,6.99,1623592.0,36.02409442452288,0,Indie,Mister Morris Games,Mister Morris Games,2666510
ENDER MAGNOLIA Bloom in the Mist,2024-03-25,96627,19.99,1612381.0,2.2372650567072,98,Indie,Binary Haze Interactive,"Adglobe,Live Wire",2725260
Out of the Park Baseball 25,2024-03-15,44650,49.99,1610706.0,88.41649528004233,0,Indie,Out of the Park Developments,Out of the Park Developments,2384620
Town of Sins,2024-03-25,74639,0.0,1599837.0,18.593291598159663,58,Indie,Nutaku Publishing,Hooligapps,2449710
KINGDOM HEARTS 3  Re Mind DLC,2024-06-13,39229,59.99,1571502.0,20.25141863181242,93,AA,Square Enix,Square Enix,2552450
Harry Potter Quidditch Champions,2024-09-03,57856,29.99,1561591.0,6.355343493379774,80,AAA,Warner Bros. Games,Unbroken Studios,2878600
Proud To Love,2024-03-11,184801,9.99,1551067.0,3.2759916360190258,85,Indie,"Master Entertainment,LGD Gaming",Master Entertainment,2744150
Thank Goodness Youre Here,2024-08-01,93585,19.99,1545420.0,2.18421085744043,97,Indie,Panic,Coal Supper,2366980
Avatar Frontiers of Pandora,2024-06-17,38645,69.99,1543549.0,21.785060648945887,64,AAA,Ubisoft,Massive Entertainment – A Ubisoft Studio,2840770
INDIKA,2024-05-02,74293,24.99,1506442.0,3.154235571686359,90,AA,11 bit studios,Odd Meter,1373960
The Crust,2024-07-15,61298,29.99,1501733.0,30.403205344870265,74,Indie,Crytivo,VEOM Studio,1465470
Riven,2024-06-25,50252,34.99,1483862.0,7.853318851971708,94,Indie,Cyan Worlds Inc,Cyan Worlds Inc,1712350
Incursion Red River,2024-04-10,102088,16.99,1472081.0,9.829669246913795,0,Indie,Games Of Tomorrow GmbH,Games Of Tomorrow GmbH,2116120
Stormgate,2024-07-30,255097,0.0,1467532.0,6.26646684476756,51,Indie,Frost Giant Studios,Frost Giant Studios,2012510
The Bridge Curse 2 The Extrication,2024-05-09,68607,24.99,1442287.0,4.830500257068351,92,Indie,"PQube,Gamera Games",SOFTSTAR ENTERTAINMENT,2331330
Dusk Pub,2024-04-12,128590,12.99,1432439.0,3.8853727062482033,93,Indie,YellowDuckWorks,YellowDuckWorks,1974520
TerraTech Worlds,2024-03-22,53682,29.99,1431664.0,18.526000270311968,66,Indie,"Payload Studios,4Divinity",Payload Studios,2313330
Starward,2024-04-24,75280,0.0,1428995.0,31.19154980031629,69,Indie,盛天游戏,Game Blender,2764370
Ace Attorney Investigations Collection,2024-09-05,39554,39.99,1423588.0,9.872213785203282,96,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2401970
Black Myth Wukong,2024-08-19,16578189,59.99,895073002.0,22.78890744007393,96,AAA,Game Science,Game Science,2358720
HELLDIVERS 2,2024-02-08,11863601,39.99,433896651.0,39.88892526748676,71,AAA,PlayStation Publishing LLC,Arrowhead Game Studios,553850
Palworld,2024-01-18,16737546,29.99,393111991.0,42.774149460608015,94,AA,Pocketpair,Pocketpair,1623730
Dragons Dogma 2,2024-03-21,1787436,69.99,111629263.0,31.797288330073748,60,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2054970
The First Descendant,2024-06-30,4023866,0.0,103387695.0,52.48184447056455,55,AA,NEXON,"NEXON Games Co., Ltd.",2074920
Warhammer 40000 Space Marine 2,2024-09-09,1672164,59.99,90281806.0,9.89762723714605,80,AA,Focus Entertainment,Saber Interactive,2183900
Manor Lords,2024-04-26,2310938,39.99,63613981.0,16.34598700438178,88,AA,Hooded Horse,Slavic Magic,1363080
Enshrouded,2024-01-24,2305880,29.99,56731156.0,36.38045258186757,0,AA,Keen Games GmbH,Keen Games GmbH,1203620
Ghost of Tsushima DIRECTORS CUT,2024-05-16,955351,59.99,50851031.0,26.74302493402441,92,AAA,PlayStation Publishing LLC,"Sucker Punch Productions,Nixxes Software",2215430
Granblue Fantasy Relink,2024-01-31,1035015,59.99,47981721.0,55.76740042529199,90,AA,"Cygames, Inc.","Cygames, Inc.",881020
TEKKEN 8,2024-01-25,735601,69.99,45345544.0,61.80713829944561,71,AAA,Bandai Namco Entertainment,Bandai Namco Studios Inc.,1778820
Hades 2,2024-05-06,1645560,29.99,44415309.0,21.89796922810711,95,AA,Supergiant Games,Supergiant Games,1145350
Once Human,2024-07-09,5830116,0.0,39477398.0,44.59561634834803,72,Indie,Starry Studio,Starry Studio,2139460
Persona 3 Reload,2024-02-01,629125,69.99,35677807.0,36.44771197435117,94,AA,SEGA,ATLUS,2161700
Gray Zone Warfare,2024-04-30,1041454,34.99,34318182.0,31.598999429666183,67,Indie,"MADFINGER Games, a.s.","MADFINGER Games, a.s.",2479810
Supermarket Simulator,2024-02-20,2540002,12.99,26309823.0,18.76266474824138,94,Indie,Nokta Games,Nokta Games,2670630
Horizon Forbidden West Complete Edition,2024-03-21,443004,59.99,23977163.0,44.517256077794144,91,AAA,PlayStation Publishing LLC,"Guerrilla,Nixxes Software",2420110
Like a Dragon Infinite Wealth,2024-01-25,366491,69.99,21103910.0,39.75661696360737,91,AA,SEGA,Ryu Ga Gotoku Studio,2072450
Balatro,2024-02-20,1630349,14.99,20838568.0,32.5462221452093,97,Indie,Playstack,LocalThunk,2379780
NBA 2K25,2024-09-03,300312,69.99,18916953.0,15.051326544682004,53,AAA,2K,Visual Concepts,2878980
Bodycam,2024-06-07,630933,33.32,17709166.0,8.275206038411111,74,Indie,Reissad Studio,Reissad Studio,2406770
No Rest for the Wicked,2024-04-18,572071,39.99,17639059.0,18.90433547618064,78,AA,Private Division,Moon Studios GmbH,1371980
Chained Together,2024-06-19,4029601,4.99,17405789.0,4.195132454479777,89,Indie,Anegar Games,Anegar Games,2567870
Dead Island 2,2024-04-22,368530,59.99,11210759.0,13.463304314009596,73,AA,Deep Silver,Dambuster Studios,934700
Summoners War,2024-01-07,570560,0.0,11075009.0,126.52354854493768,72,Indie,Com2uS,Com2uS,2426960
F1 24,2024-05-31,187640,69.99,10954209.0,27.411334019518296,63,AAA,Electronic Arts,Codemasters,2488620
Nightingale,2024-02-20,424167,29.99,10748866.0,27.38239964772199,64,Indie,Inflexion Games,Inflexion Games,1928980
Abiotic Factor,2024-05-02,528093,24.99,10665453.0,18.687840832982744,96,Indie,Playstack,Deep Field Games,427410
Pacific Drive,2024-02-21,437344,29.99,10384245.0,17.157399830403623,84,Indie,Kepler Interactive,Ironwood Studios,1458140
Lust Goddess,2024-02-21,404720,0.0,10068525.0,38.97611205290788,0,Indie,BRAWEA LTD,BRAWEA LTD,2808930
Deep Rock Galactic Survivor,2024-02-14,1293447,9.99,9924999.0,23.68855578628052,86,Indie,Ghost Ship Publishing,Funday Games,2321470
Suicide Squad Kill the Justice League,2024-02-02,184948,69.99,9732526.0,14.468747158282923,72,AAA,Warner Bros. Games,Rocksteady Studios,315210
Content Warning,2024-04-01,1478386,7.99,9621381.0,8.889520490596057,95,AA,Landfall,"thePetHen,Skog,Zorro,Wilnyl,Philip",2881650
Age of Mythology Retold,2024-09-04,352805,29.99,9522559.0,10.246522040327433,90,AAA,Xbox Game Studios,"World's Edge,Forgotten Empires,Tantalus Media,CaptureAge,Virtuos Games",1934680
Dark and Darker,2024-06-07,2749881,0.0,9081801.0,31.96298030017387,74,Indie,IRONMACE,IRONMACE,2016590
GUNDAM BREAKER 4,2024-08-28,148053,59.99,7993529.0,21.110249842870527,81,AA,Bandai Namco Entertainment Inc.,"CRAFTS ＆ MEISTER Co., Ltd",1672500
WWE 2K24,2024-03-07,163620,99.99,7968900.0,44.49415664876046,71,AAA,2K,Visual Concepts,2315690
EARTH DEFENSE FORCE 6,2024-07-25,160889,59.99,7945451.0,31.20138063439489,57,Indie,D3PUBLISHER,SANDLOT,2291060
Infection Free Zone,2024-04-11,409678,24.99,7919152.0,17.624080510474172,73,Indie,Games Operators,Jutsu Games,1465460
Legend of Mortal,2024-06-14,448672,19.99,7894936.0,24.28419198355398,76,Indie,"Paras Games,Obb Studio Inc.",Obb Studio Inc.,1859910
Bellwright,2024-04-23,292609,29.99,7796268.0,39.54181993807264,78,Indie,"Donkey Crew,Snail Games USA",Donkey Crew,1812450
Shin Megami Tensei 5 Vengeance,2024-06-13,141528,59.99,7641238.0,35.33674844494675,96,AA,SEGA,ATLUS,1875830
Soulmask,2024-05-30,306216,29.99,7582591.0,96.8988082353282,79,Indie,Qooland Games,CampFire Studio,2646460
KINGDOM HEARTS HD 1525 ReMIX,2024-06-13,231551,49.99,7463659.0,31.26641797055569,76,AA,Square Enix,Square Enix,2552430
Sins of a Solar Empire 2,2024-08-15,190275,49.99,6981396.0,15.798453185115502,88,Indie,Stardock Entertainment,"Ironclad Games Corporation,Stardock Entertainment",1575940
ANIMAL WELL,2024-05-09,308424,24.99,6477426.0,8.491003486496194,96,Indie,Bigmode,Billy Basso,813230
STAR WARS Battlefront Classic Collection,2024-03-13,185188,35.01,6052810.0,4.433061719974394,21,Indie,Aspyr,Aspyr,2446550
Another Crabs Treasure,2024-04-25,272290,29.99,5877847.0,10.164359249144672,95,Indie,Aggro Crab,Aggro Crab,1887840
Nine Sols,2024-05-28,227660,29.99,5808283.0,17.76313933243779,0,Indie,RedCandleGames,RedCandleGames,1809540
Winter Memories,2024-01-05,431313,19.99,5572630.0,8.868400556216544,97,Indie,Kagura Games,Dojin Otome,2495450
